"","SRR951029","SRR951030","SRR951035","SRR951036","SRR951038","SRR951039"
"SL1344_1527",38.55,40.8,16.53,23.79,1.56,0.69
"SL1344_ncRNA_39",37.25,39.12,76.21,76.59,96.87,76.12
"STnc1110",37.25,39.12,76.21,76.59,96.87,76.12
"SL1344_1528",2.04,2,3.18,3.24,2.54,1.69
"SL1344_1529",2.82,2.47,2.08,2.23,0.25,0.15
"SL1344_1530",1.55,1.83,2.44,2.81,0.77,0.31
"SL1344_1530A",1.57,2.03,16.11,17,7.75,4.79
"SL1344_1531",1.17,1.44,34.22,31.89,17.71,8.19
"SL1344_1532",0.41,0.36,1.46,2.58,2.32,1
"SL1344_1533",4.6,3.61,3.34,3.34,2.26,1.19
"SL1344_1534",6.19,6,1.37,2.08,0.31,0.16
"SL1344_1535",4.82,4.71,1.22,1.21,0.23,0.07
"SL1344_1536",3.95,3.87,1.6,1.82,0.35,0.17
"SL1344_1537",10.3,13.18,16.82,15.42,14.66,5.6
"SL1344_1538",5.9,6.2,4.7,4.59,0.62,0.21
"SL1344_1539",2.91,3.52,2.1,2.57,1.18,0.38
"SL1344_1540",0.84,0.98,1.19,1.2,0.98,0.56
"SL1344_1541",1.39,1.93,2.28,2.4,0.73,0.37
"SL1344_1542",0.72,0.68,0.97,0.8,0.33,0.17
"SL1344_1543",0.73,0.18,0.96,1.16,0.16,0.1
"SL1344_1544",0.18,0.22,0.48,0.57,0.11,0.09
"SL1344_1545",0.39,0.55,1.67,7.5,1.12,4.21
"RyjB",56.25,60.3,132.2,153.53,83.77,67.51
"SL1344_ncRNA_40",56.25,60.3,132.2,153.53,83.77,67.51
"SL1344_1546",1.66,1.19,1.54,1.95,0.85,0.52
"SL1344_1547",0.25,0.37,0.64,0.62,0.27,0.1
"SL1344_1548",0.82,0.82,1.22,1.16,0.31,0.18
"SL1344_1549",2.25,2.86,2.24,3.41,1.36,0.62
"SL1344_1550",0.84,0.63,0.65,0.91,3.39,1.53
"SL1344_1551",1.12,0.72,0.3,0.5,0.68,0.31
"SL1344_1552",7.32,6.9,3.29,3.98,0.54,0.3
"SL1344_1553",1.97,1.62,3.25,4.3,0.48,0.53
"SL1344_1554",0.91,0.8,5.44,6.33,1.96,1.54
"SL1344_1555",2.33,2.43,20.05,9.29,10.11,4.46
"SL1344_1556",4.81,5.77,19.12,21.84,0.61,0.31
"SL1344_1557",2.94,3.01,1.55,1.87,0.4,0.25
"SL1344_1558",7.13,8.13,2.68,2.69,0.35,0.15
"SL1344_1559",0.77,0.97,14.61,17,2.1,0.91
"SL1344_1560",0.14,0.04,0.58,1.18,0.56,0.15
"SL1344_1561",0.57,0.49,0.45,0.56,0.44,0.18
"SL1344_1562",1.5,1.44,0.82,1.13,2.74,0.5
"SL1344_1563",1.33,1.27,1.93,1.77,0.37,0.15
"SL1344_1564",0.72,0.6,1.02,1.44,0.87,0.28
"SL1344_1565",0.21,0.07,0.13,0.18,0.21,0.12
"SL1344_1566",0.11,0.19,0.24,0.19,0.64,0.22
"SL1344_1567",0.45,0.74,0.81,0.81,2.83,0.73
"SL1344_1568",15.86,17.74,9.71,7.95,0.48,0.18
"RydC",1114.79,1057.89,990.06,1112.25,791.32,804.05
"SL1344_ncRNA_41",1114.79,1057.89,990.06,1112.25,791.32,804.05
"SL1344_1569",6.68,7.22,3.22,4.04,0.65,0.52
"SL1344_1570",4.33,4.4,1.6,2.18,0.3,0.21
"SL1344_1571",4.13,3.92,1.81,2.2,1.88,0.7
"SL1344_1572",5.73,4.78,2.53,2.79,0.79,0.36
"SL1344_1573",5.35,4,3.72,4.41,1.04,0.98
"SL1344_1574",1.84,2.9,1.38,2,0.77,0.32
"SL1344_1575",4.45,4.75,1.36,2.56,0.48,0.13
"SL1344_1576",3.6,3.59,1.23,1.37,0.32,0.17
"SL1344_1577",16.17,17.18,3.3,4.13,2.42,1.75
"SL1344_1578",9.01,9.33,4.45,5.69,1.59,0.87
"SL1344_1579",10.96,9.53,7.25,10.01,1,0.77
"SL1344_1580",5.7,6.69,11.68,8.43,6.27,3.09
"SL1344_1581",1.52,1.59,0.95,1.39,0.61,0.42
"MicC",10.45,12.2,19.46,20.39,10.66,9.31
"SL1344_ncRNA_42",10.45,12.2,19.46,20.39,10.66,9.31
"SL1344_1582",11.13,10.73,61.95,58.34,2.12,1.43
"SL1344_1583",17.04,16,11.94,11.79,4.37,1.83
"SL1344_1584",11.17,11.25,1.81,3.24,0.61,0.49
"SL1344_1585",6.36,5.96,1.73,2.35,0.4,0.27
"SL1344_1586",2.09,1.86,1.6,1.94,0.91,0.54
"FnrS",4.25,7.27,254.07,270.95,5.14,3.27
"SL1344_ncRNA_43",4.25,7.27,254.07,270.95,5.14,3.27
"SL1344_1587",2.5,2.68,1.19,1.82,1.65,0.79
"SL1344_1588",2.87,3.52,1.89,2.05,1.15,0.35
"SL1344_1589",4.36,4.81,2.26,2.3,0.43,0.37
"SL1344_1590",3.06,3.34,3.77,5.18,1.9,1.32
"SL1344_1591",59.95,63.04,18.57,16.69,13.76,5.96
"SL1344_1592",13.09,13.21,20.02,18.89,11.88,5.26
"SL1344_1593",38.09,39.79,40.83,35.86,8.17,3.88
"SL1344_1594",2.86,3.41,1.58,2.38,0.8,0.33
"SL1344_1595",2.66,2.21,2.06,2.75,1.07,0.51
"SL1344_1596",1.21,1.18,0.86,0.83,4.31,0.93
"SL1344_1597",0.32,0.28,0.31,0.35,0.27,0.16
"SL1344_1598",0.12,0.25,0.24,0.22,0.93,0.29
"SL1344_1599",0.12,0.21,0.12,0.15,0.15,0.05
"SL1344_1600",0.12,0.28,0.3,0.49,0.83,0.36
"SL1344_1601",0.27,0.27,0.42,0.59,0.25,0.16
"SL1344_1602",7.4,7.05,15.07,16.41,7.66,3.56
"SL1344_1603",3.55,3.68,1.79,1.47,2.66,1.18
"SL1344_1604",1.23,0.84,0.52,0.72,0.48,0.11
"SL1344_1605",1.63,1.5,1.11,0.87,1.76,0.65
"SL1344_1606",4.02,3.84,3.6,3.88,0.63,0.5
"SL1344_1607",0.66,0.81,0.46,0.61,1.38,0.57
"SL1344_1608",1.25,1.23,1.13,1.33,0.12,0.13
"SL1344_1609",3.72,4.14,4.52,5.13,1.06,0.56
"SL1344_1610",4.05,4.69,2.19,3.3,0.87,0.62
"SL1344_1611",1.58,1.81,1.39,1.81,0.55,0.26
"SL1344_1612",100.37,99.95,33.39,27.6,4.21,2.22
"SL1344_1613",5.12,5.02,2.32,3.33,2.24,1.4
"SL1344_1614",4.19,3.9,1.51,1.68,0.2,0.12
"SL1344_1615",3.01,3.33,1.5,1.97,0.14,0.08
"SL1344_1616",6.41,6.29,16.99,20.07,2.18,1.09
"SL1344_1617",1.66,2.14,1.19,2.15,0.51,0.26
"SL1344_1618",1.37,1.45,1.27,1.84,0.6,0.32
"SL1344_1619",2.76,2.2,2.56,2.45,0.75,1.02
"SL1344_1620",7.05,7.68,4.96,4.59,1.77,1.22
"SL1344_1621",1.53,1.38,0.85,0.81,0.52,0.25
"SL1344_1622",5.42,5.91,1.86,2,0.7,0.27
"SL1344_1623",3.55,3.44,1.61,1.87,0.38,0.27
"SL1344_1624",5.26,4.89,1.92,1.74,0.35,0.18
"SL1344_1625",5.35,5.36,1.4,1.58,0.23,0.13
"SL1344_1626",3.95,3.1,0.97,1.17,0.32,0.13
"SL1344_1627",1.98,2.06,1.17,1.38,3.01,1.29
"SL1344_1628",0.19,0.36,0.79,1.26,0.58,0.25
"SL1344_1629",0.14,0.14,0.54,0.68,0.8,0.22
"SL1344_1630",3.97,3.39,1.49,3.23,1.68,1.13
"SL1344_1631",50.19,52.46,13.78,15.41,0.99,0.9
"SL1344_1632",2.56,2.35,1.61,1.59,0.78,0.37
"SL1344_1633",13.08,12.43,2.99,3.57,0.23,0.21
"SL1344_1634",1.27,1.2,1.13,1.34,0.79,0.32
"SL1344_1635",12.4,12,9.71,10.37,19.44,10.34
"SL1344_1636",5.78,6.34,2.98,3.66,1.17,0.54
"SL1344_1637",5.32,4.76,18.38,25.47,15.39,8.53
"SL1344_1638",9.58,8.85,1.16,2.27,0.42,0.27
"SL1344_1639",6.56,6.54,1.58,1.97,0.89,0.74
"SL1344_1640",8.33,8.74,4.49,5.72,0.29,0.25
"SL1344_1641",13.41,16.8,6.65,12.34,0.78,0.79
"SL1344_1642",1.83,1.84,2.56,2.23,2.22,0.97
"SL1344_1643",12.53,14.21,3.63,5.68,1.09,0.57
"SL1344_1644",1.86,1.85,3.71,4.65,2.41,1.48
"SL1344_1644A",10.04,7.28,5.31,15.8,2.94,1.97
"SL1344_1645",3.51,3.96,4.1,5.22,13.88,7.86
"SL1344_1646",10.49,10.31,4.16,5.6,0.4,0.27
"SL1344_1647",40.29,40.26,31.21,31.9,3.89,1.92
"SL1344_1648",6.23,6.18,3.11,3.24,0.52,0.33
"SL1344_1649",3.57,3.77,2.57,4.16,0.24,0.27
"SL1344_1650",5.78,6.49,5.32,5.71,0.39,0.37
"SL1344_1651",11.62,12.86,2.43,4.02,0.1,0.18
"SL1344_1652",7.21,6.89,2.79,4.35,0.9,0.74
"SL1344_1653",5.99,6.39,3.37,3.88,2.14,1.21
"SL1344_1654",0.3,0.2,0.21,0.21,0.07,0.03
"SL1344_1655",0.37,0.29,0.18,0.2,0.06,0.03
"SL1344_1656",0.97,0.81,0.69,0.64,0.2,0.12
"SL1344_1657",0.98,0.9,0.77,0.81,0.19,0.08
"SL1344_1658",0.99,1.42,0.97,1,0.18,0.19
"SL1344_1659",0,1.28,29.73,31.15,525.25,548.77
"SL1344_1660",0.1,0.47,4.99,5.3,10.73,10.7
"SL1344_1661",0,0.05,2.92,3.09,7.12,5.82
"SL1344_1662",1.27,1.31,11.96,18.83,7.68,7.14
"STnc2030",3.91,4.92,251.67,456.46,103.37,108.88
"SL1344_1663",1.66,2.37,131.14,139.89,2.55,1.41
"SL1344_1664",7.23,8.24,5.56,6.15,0.97,0.68
"SL1344_1665",14.17,13.29,6.58,7.68,0.84,0.44
"SL1344_1666",10.41,13.57,4.31,6.36,1.45,0.67
"SL1344_1667",18.17,18.82,7.47,6.78,1.17,0.74
"SL1344_1668",12.29,12.67,0.7,0.93,0.77,0.39
"SL1344_1669",16.83,17.74,13.88,16.23,2.35,1.55
"SL1344_ncRNA_44",69.14,73.09,32.34,38.09,6.05,4.9
"STnc1270",69.14,73.09,32.34,38.09,6.05,4.9
"SL1344_1670",1.81,1.59,1.05,1.16,0.21,0.1
"SL1344_1671",20.8,20.79,6.33,7.98,1.4,0.59
"SL1344_1672",4.04,4.13,2.29,2.99,0.29,0.13
"SL1344_1673",7.34,6.75,7.87,8.74,1.02,0.63
"SL1344_1674",1.93,1.81,5.12,5.7,0.16,0.08
"SL1344_1675",2.22,1.92,5.29,5.17,0.4,0.16
"SL1344_1676",1.69,1.87,6.82,6.68,0.55,0.31
"SL1344_1677",2.95,2.94,13.13,11.63,0.65,0.31
"SL1344_1678",9.45,7.87,36.75,30.52,2.14,1.04
"STnc3580",6.47,7.5,10.06,11.34,13.88,7.35
"SL1344_1679",2.64,2.05,0.82,1.36,1.06,0.39
"SL1344_1680",4.34,4.5,4.93,6.61,1.66,1.07
"SL1344_1681",10.56,11.1,3.5,4.21,0.82,0.55
"SL1344_1682",538.29,555.9,397.98,373.87,69.2,30.44
"SL1344_1683",14.76,14.58,7.47,8.51,2.3,1.78
"SL1344_1684",5.7,5.71,3.13,4.14,1.79,0.9
"SL1344_1685",6.8,6.79,5.09,5.46,0.84,0.65
"SL1344_1686",14.9,15.4,5.83,7.12,1.47,0.51
"SL1344_1687",9.46,9.62,5.16,5.47,0.81,0.34
"SL1344_tRNA_26",2167.85,2019.42,1322.3,1120.15,2333.52,1862.82
"SL1344_tRNA_27",2019.41,1944.67,1298.68,1087.56,2316.87,1857.86
"SL1344_1688",1.28,1.4,1.58,1.32,1.53,0.59
"STnc3600",1.99,2.01,1.57,1.11,2.13,0.99
"SL1344_1689",0.31,0.31,0.63,0.49,0.23,0.14
"SL1344_1690",0.07,0.04,0.34,0.3,0.03,0.03
"SL1344_1691",0.1,0.15,0.3,0.21,0.03,0.02
"SL1344_1692",0.24,0.28,0.37,0.35,0.14,0.06
"SL1344_ncRNA_45",3.29,4.97,124.17,88.86,19.59,12.53
"STnc2040",3.29,4.97,124.17,88.86,19.59,12.53
"SL1344_1693",0.43,0.39,5.94,4.17,1.05,0.65
"SL1344_1694",2.13,2.28,1.11,0.85,0.27,0.17
"SL1344_1695",1.51,1.76,1.87,1.95,0.65,0.28
"SL1344_1696",2.89,2.38,1.89,2.12,2.6,1.44
"SL1344_1697",14.78,14.07,6.61,6.59,1.64,1
"SL1344_1698",3.48,3.84,26.47,31.79,28.41,28.49
"SL1344_1699",4.68,5,1.94,2.25,3,1.82
"SL1344_1700",15.42,14.64,6.01,6.6,0.85,0.48
"SL1344_1701",15.76,14.62,4.84,5.03,1.84,0.55
"SL1344_1702",7.11,7.49,2.62,2.88,0.23,0.17
"SL1344_1703",5.4,4.44,1.28,2.13,0.11,0.08
"SL1344_1704",7.8,6.57,2.49,3.89,0.15,0.12
"SL1344_1705",12.94,13.11,4.91,6,0.54,0.28
"SL1344_1706",3.32,3.09,3.33,4.06,0.54,0.28
"SL1344_1707",28.12,30.52,9.42,11.2,1.43,0.91
"SL1344_1708",35.38,36.62,7.99,10.64,0.3,0.18
"SL1344_1709",2.6,2.97,1.9,1.95,3.29,1.76
"SL1344_1710",1.39,1.59,42.27,59.22,4.66,3.46
"SL1344_1711",6.95,6.29,3.66,4.72,0.76,0.41
"SL1344_1712",13.78,15.12,5.68,8.06,1.84,1.22
"SL1344_1713",4.66,3.58,1.56,1.83,0.63,0.22
"SL1344_1714",0.19,0.12,0.09,0.13,0.04,0.02
"SL1344_1715",0.3,0.23,0.15,0.16,0.09,0.03
"SL1344_1716",0.25,0.29,0.1,0.18,0.09,0.06
"SL1344_1717",0.09,0.04,0.04,0.1,0.01,0
"SL1344_1718",0.06,0.06,0.13,0.13,0.05,0.04
"SL1344_1719",0.12,0.15,0.06,0.08,0.01,0
"SL1344_1720",0.18,0.22,0.1,0.11,0.04,0.01
"SL1344_1721",0.43,0.57,0.32,0.2,0.18,0.14
"SL1344_1722",4.03,4.06,4.23,4.24,2.39,3.27
"STnc3610",6.55,7.4,8.95,7.24,7.47,3.43
"SL1344_1723",12.11,12.67,20.18,15.35,3.56,2.28
"SL1344_1724",1.33,0.97,4.24,4.67,1.81,0.89
"SL1344_1725",0.91,0.82,6.53,8.72,8.32,6.17
"SL1344_1726",13.14,11.89,8.9,12.25,0.38,0.17
"SL1344_1727",6.26,7.2,2.19,3.77,0.11,0.04
"SL1344_1728",2.12,1.51,1.5,1.89,0.89,0.61
"SL1344_1729",7.03,8.15,5.31,7.38,2.8,1.52
"SL1344_1730",3.72,3.73,4.14,3.38,1.8,1.27
"SL1344_1731",2.39,2.47,6.65,3.44,4.68,2.62
"SL1344_1732",1.09,1.57,4.23,5.34,2.49,1.57
"SL1344_1733",9.6,10.22,10.26,10.12,4.18,2.02
"SL1344_1734",5.7,5.4,2.12,2.66,0.59,0.24
"SL1344_1735",32.68,35.66,8.91,12.06,0.98,0.8
"SL1344_1736",3.1,1.75,0.76,1.12,2.1,1.1
"SL1344_1737",44.65,43.02,52.15,86.13,16.44,16.41
"STnc3620",23.63,29.67,51.14,54.04,37.96,37.65
"SL1344_1738",3,5.48,13.56,21.99,30.9,56.09
"SL1344_1739",12.22,12.53,3.04,3.35,1.39,0.47
"SL1344_1740",6.71,6.56,4.73,5.65,6.3,2.92
"SL1344_1741",12.13,11.59,7.91,8.01,38.2,13.51
"SL1344_1742",20.63,20.33,17.04,22.06,1.84,1.21
"SL1344_1743",39.02,39.01,29.21,31.75,0.99,0.68
"SL1344_1744",45.98,49.43,39.24,58.4,1.74,1.79
"SL1344_1745",1.54,1.55,0.68,0.91,0.24,0.13
"SL1344_1746",7.73,8.58,10.24,1.4,3.97,0.34
"SL1344_1747",3.72,3.73,3.07,1.63,4.64,3.04
"SL1344_1748",10.5,11.25,2.04,3.1,0.53,0.64
"SL1344_1749",14.1,14.99,2.34,3.61,0.63,0.34
"SL1344_1750",3.94,4.33,1.01,1.25,0.13,0.1
"SL1344_1751",78.74,80.74,28.35,28.28,3.41,1.73
"SL1344_1752",38.56,40.72,22.12,23.15,6.06,2.46
"SL1344_1753",4.38,3.86,2.47,3.38,0.35,0.19
"SL1344_1754",3.27,1.98,1.47,1.86,0.47,0.27
"SL1344_1755",17.8,17.04,6.34,9.08,0.51,0.42
"SL1344_1756",0.84,0.85,1.01,1.32,1.28,0.81
"SL1344_1757",1.86,1.64,1.02,1.34,0.26,0.15
"SL1344_1759",10.58,10.52,28.8,33.56,1.2,0.74
"SL1344_1760",7.57,7.52,14.21,18.92,0.34,0.16
"SL1344_1761",9.02,9.27,21.94,23.72,0.86,0.62
"SL1344_1762",0.96,1.31,1,2.02,0.1,0.04
"SL1344_1763",5.12,5.01,1.48,2.41,0.14,0.06
"SL1344_1764",5.28,4.99,0.87,1.14,0.11,0.05
"SL1344_1765",1.08,1.15,0.57,0.66,0.27,0.07
"SL1344_1766",531.53,560.13,278.89,368.75,11.13,13.73
"SL1344_1767",736.3,767.05,421.06,448.65,43.44,25.31
"STnc3630",24.41,20.99,63.65,58.31,6.53,5.28
"SL1344_1768",45.95,47.18,18.59,30.54,1.5,1.09
"SL1344_1769",83.99,90.2,90.82,102.51,10.97,4.31
"SL1344_1770",6.58,7.06,51.41,49.24,5.33,1.39
"SL1344_1771",23.51,23.55,10.71,10.67,1.15,0.76
"SL1344_1772",0.9,0.74,0.46,0.48,0.28,0.15
"SL1344_1773",18.65,18.39,8.29,7.58,2.95,2.31
"SL1344_1774",20.69,21.49,5.96,8.69,0.8,0.52
"SL1344_1775",56.73,57.44,13.56,17.16,1.28,0.87
"SL1344_1776",28.64,30.76,13.91,13.19,13.24,6.55
"SL1344_1777",3.13,3.58,3.18,2.7,5.31,2.25
"SL1344_1778",3.1,3.05,2.26,2.62,0.52,0.31
"SL1344_1779",3.92,3.8,0.69,0.89,0.09,0.06
"SL1344_1780",3.24,2.17,11.56,15.09,10.39,11.58
"SL1344_1781",3.37,3.4,6.97,6.43,18.71,7.34
"SL1344_1782",0.64,0.64,1.57,1.65,1.69,0.94
"SL1344_1783",3.61,4.11,23.41,19.01,7.76,4.12
"SL1344_1784",0.43,0.51,49.76,46.18,1.22,0.53
"SL1344_1785",0.33,0.46,0.55,1.22,0.43,0.13
"SL1344_1786",3.85,4.21,2.58,4.75,0.74,0.66
"SL1344_1787",8.76,8.82,7.95,5.45,2.5,1.15
"SL1344_1788",4.03,2.8,4.8,4.39,5.18,1.3
"STnc1130",11.39,8.69,15.12,14.51,5.33,2.54
"SL1344_1789",3.52,2.92,8.92,8.18,0.68,0.34
"SL1344_1790",0.17,0.15,0.43,1.18,0.22,0.23
"SL1344_1791",0.28,0.42,0.5,0.35,0.27,0.13
"STnc3640",3,2.62,4.58,4.87,3.38,1.34
"SL1344_1792",1.42,0.52,0.92,1.29,0.45,0.38
"SL1344_1793",0.65,0.71,1.58,1.64,1.68,0.68
"SL1344_1794",0.98,1.31,3.49,2.19,4.64,0.79
"SL1344_1795",0.42,0.25,1.11,0.94,0.33,0.14
"SL1344_1796",0.35,0.35,0.44,0.79,0.4,0.14
"SL1344_1797",1.7,1.57,11.36,11.25,2.96,2.51
"SL1344_1798",0,0.21,0.09,0.28,0.16,0.1
"SL1344_1799",2.71,3.24,58.24,101.84,11.63,14.3
"SL1344_1800",0.73,0.74,2.52,3.41,4.33,2.34
"SL1344_1801",1.96,0.99,0.82,1.03,0.77,0.2
"SL1344_1802",13.72,15.52,2.07,2.44,0.74,0.12
"SL1344_1803",0.34,0.39,0.2,0.27,0.05,0.02
"SL1344_1804",0.34,0.11,0.19,0.32,0,0.03
"SL1344_1805",0.28,0.24,0.2,0.27,0.05,0.03
"SL1344_1806",0.43,0.52,0.74,0.56,0.32,0.17
"SL1344_ncRNA_46",56.54,65.92,306.59,286.23,6130.23,4612.03
"SraC",56.54,65.92,306.59,286.23,6130.23,4612.03
"SL1344_ncRNA_47",133.76,159.53,852.11,836.56,18464.03,13915.91
"SdsR",133.76,159.53,852.11,836.56,18464.03,13915.91
"SL1344_1807",9.58,10.76,2.92,3.56,0.35,0.23
"SL1344_1808",11.97,12.18,4.37,4.61,0.53,0.2
"SL1344_1809",9.72,7.19,4.51,4.96,3.29,1.78
"SL1344_1810",20.07,21.45,2.92,3.31,0.54,0.49
"SL1344_1811",3,3.1,2.37,3.27,7.63,1.87
"SL1344_1812",6.74,6.83,4.36,5.83,0.92,0.66
"SL1344_1813",1.74,1.89,2.09,2.59,1.31,0.71
"STnc1690",41.94,42.52,83.61,68.26,82.76,40.27
"SL1344_1814",4.75,3.91,2.9,4.61,2.02,1.7
"SL1344_1815",13.31,14.51,15.64,20.44,6.12,3.26
"SL1344_1816",16.29,14.16,7.96,7.45,3.14,0.83
"SL1344_1817",1.25,1.31,1.61,1.37,0.1,0.07
"SL1344_1818",6.13,6.78,3.44,3.36,0.24,0.15
"SL1344_1819",2.07,2.17,0.91,0.88,0.09,0.06
"STnc200",20.04,21.09,10.88,9.96,8.01,6.76
"SL1344_1820",9.62,10,3.62,3.84,0.58,0.42
"SL1344_1821",4.14,4.74,3.73,4.74,0.78,0.39
"SL1344_1822",9.58,10.23,5.87,6.46,0.55,0.35
"SL1344_1823",7.19,7.46,3.23,3.63,1.43,0.86
"SL1344_1824",5.14,5.47,3.54,4.33,0.39,0.23
"SL1344_1825",9.36,8.95,5.19,6.38,1.97,0.68
"SL1344_1826",3.29,2.97,1.08,1.62,0.37,0.19
"SL1344_1827",4.18,3.05,1.23,1.52,0.21,0.1
"SL1344_1828",5.63,4.85,1.86,2.73,0.23,0.16
"SL1344_1829",9.23,8.31,3.8,3.96,0.83,0.39
"SL1344_1830",0.26,0.19,0.24,0.26,1.56,0.6
"SL1344_1830A",0.06,0.06,0.15,0.13,1.4,0.64
"SL1344_1832",2.63,2.7,0.65,1.19,0.69,0.34
"SL1344_1833",22.67,23.93,3.36,4.38,0.14,0.15
"SL1344_1834",14.92,15.91,4.51,4.78,0.61,0.28
"SL1344_1835",29.44,29.94,5.96,7.6,0.22,0.21
"SL1344_1836",13.73,12.99,3.86,5.43,0.23,0.12
"SL1344_1837",2.83,2.85,2.4,2.66,1.39,0.87
"SL1344_1838",2.28,2.2,2.01,2.3,0.61,0.35
"SL1344_1839",14.26,14.42,8.87,11.55,3.36,2.01
"SL1344_1840",13.78,13.32,3.29,5.12,0.26,0.19
"SL1344_1841",8.07,8.77,1.5,2.48,0.13,0.08
"RyeF",6.07,6.8,2.59,3.38,21.23,16.19
"SL1344_ncRNA_48",6.07,6.8,2.59,3.38,21.23,16.19
"SL1344_1842",3.5,4.43,1.35,1.51,2.56,1.42
"SL1344_1843",3.23,4.12,0.92,1.18,0.17,0.08
"SL1344_1844",10.95,10.15,3.6,5.47,0.42,0.31
"SL1344_1845",0.73,0.96,0.3,0.38,0.19,0.07
"SL1344_1846",1.84,1.72,0.78,1.01,0.24,0.08
"SL1344_1847",6.33,5.51,3.13,3.16,0.68,0.38
"SL1344_1848",7.57,6.87,3.62,4.64,0.09,0.06
"SL1344_1849",16.93,15.76,6.66,7.77,0.06,0.05
"SL1344_1850",43.4,41.81,24.24,25.22,0.25,0.2
"SL1344_1851",45.09,43,36.24,35.25,1.27,0.82
"SL1344_1852",27.03,24.27,20.45,23.41,0.25,0.16
"SL1344_1853",20.94,19.85,22.81,30.24,0.42,0.34
"SL1344_1854",20.16,19.99,29.33,37.07,1.88,0.99
"SL1344_1855",82.73,80.06,74.89,98.31,1.89,1.33
"SL1344_1856",33.73,33.95,28.73,34.05,0.34,0.17
"SL1344_1857",28.99,25.44,22.26,34.11,0.3,0.26
"SL1344_1858",24.15,22.94,29,35.8,0.53,0.22
"SL1344_1859",30.77,31.35,35.44,48.58,2.1,1.01
"SL1344_1860",21.77,20.06,33.45,46,0.69,0.44
"SL1344_1861",3.68,4.32,3.91,3.85,1.61,0.86
"SL1344_1862",1.02,0.72,2.09,2.62,1.8,1.01
"SL1344_1863",0.71,0.75,2.14,3.73,2.56,2.36
"SL1344_1864",0.42,0.37,0.64,0.66,0.3,0.2
"SL1344_1865",1.59,1.55,4.1,4.95,0.66,0.6
"SL1344_1866",0.89,1.14,1.14,1.07,1.13,0.64
"SL1344_1867",18.88,17.39,6.51,7.79,0.29,0.11
"SL1344_1868",22.47,22.78,28.12,26.85,1.25,0.49
"SL1344_1869",2.91,1.41,3.54,6.88,0.08,0.05
"SL1344_1870",4.17,4,0.85,1.02,0.2,0.09
"SL1344_1871",3.89,4.07,6.55,6.98,0.75,0.61
"SL1344_1872",16.08,17.05,15.29,17.89,2.67,1.17
"SL1344_1873",2.25,2.19,2.39,2.32,2.91,1.74
"SL1344_1874",12.44,11.36,16.76,13.78,2.45,0.86
"SL1344_1874A",7.08,5.5,4.5,3.41,0.36,0.41
"STnc2180",526.09,568.68,66.99,252.82,1.41,10.74
"SL1344_tRNA_28",1371.98,1351.59,2073.64,1688.4,3218.43,2152.23
"SL1344_tRNA_29",5484.91,5660.09,3018,2496.54,2779.39,3142.52
"SL1344_tRNA_30",9121.07,9045.33,23371.67,15972.56,24368.77,12224.86
"SL1344_1875",9.95,10.12,7.37,8.04,0.94,0.6
"SL1344_1876",6.8,6.99,3.92,5.8,0.57,0.5
"SL1344_1877",20.93,21.4,17.77,20.1,6.09,3.02
"SL1344_1878",47.54,51.12,11.36,19.15,0.81,0.79
"SL1344_1879",7.84,8.15,8.35,13.06,6.79,2.66
"SL1344_1880",3.06,3.43,3.34,3.84,1.2,0.47
"SL1344_1881",2.01,2.81,3.4,3.19,0.46,0.17
"SL1344_1882",2.18,1.9,1.44,2.17,0.34,0.19
"SL1344_1883",18.91,19.15,14.62,20.14,1.88,0.97
"SL1344_1884",38.99,39.03,32.46,37.12,1.02,0.39
"SL1344_1885",107.98,100.89,70.43,90.6,0.37,0.3
"SL1344_1886",13.61,16.11,23.3,1.76,10.15,0.27
"SL1344_1887",13.66,14.12,5.4,5.97,0.64,0.23
"SL1344_1888",349.69,359.76,313.29,342.35,24.68,8.07
"SL1344_1889",62.09,61.34,60.99,74.06,0.92,0.46
"SL1344_1890",84.87,87.96,70.37,98.67,0.5,0.31
"SL1344_1891",52.64,54.43,37.5,56.86,0.51,0.23
"SL1344_1892",2.27,2.23,0.97,2.49,0.77,0.41
"SL1344_1893",9.67,8.88,4.14,5.23,1.79,0.9
"SL1344_1894",1.17,1.38,0.36,0.41,0.31,0.09
"SL1344_1895",3.43,5.91,1.53,2.27,1.9,0.88
"SL1344_1896",13.99,14.96,12.23,17.04,0.15,0.11
"SL1344_1897",52.29,52.66,22.31,22.1,0.1,0.06
"SL1344_1898",26.62,26.84,12.95,15.33,0.37,0.16
"SL1344_1899",31.88,33.13,19.2,24.6,0.83,0.38
"SL1344_1900",25.46,24.13,11.45,13.01,0.05,0.04
"SL1344_1901",21.31,21.31,10.56,11.82,0.03,0.03
"SL1344_1902",21.99,26.02,8.16,10.29,0.29,0.18
"SL1344_1903",16.48,16.42,6.12,7.01,0.06,0.03
"SL1344_1904",31.82,32.16,14.34,13.97,0.11,0.03
"SL1344_1905",29.92,30.49,9.3,12.57,0.11,0.06
"SL1344_1906",35.53,32.89,18.24,19.57,0.16,0.18
"SL1344_1907",23.71,23.67,10.97,14.92,0.16,0.09
"SL1344_1908",16.88,16.96,6.75,7.49,0.09,0.03
"SL1344_1909",18.03,15.46,5.6,7.15,0.89,0.46
"SL1344_1910",6.68,6.17,2.23,2.53,0.37,0.13
"SL1344_1911",4.27,4.22,0.94,1.43,0.63,0.61
